"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"11-JAN-2022","RUPA","Rupa & Company Ltd","ABAKKUS ASSET MANAGER LLP","BUY","14,45,000","465.50",
"11-JAN-2022","RUPA","Rupa & Company Ltd","ABAKKUS GROWTH FUND-2","BUY","8,61,000","465.50",
"11-JAN-2022","RUPA","Rupa & Company Ltd","ZIYAN DEVELOPERS LLP","SELL","23,06,000","465.50",
"12-JAN-2022","TATAMTRDVR","Tata Motors DVR 'A' Ord","RAKESH RADHEYSHYAM JHUNJHUNWALA","BUY","12,50,000","255.00",
"12-JAN-2022","TATAMTRDVR","Tata Motors DVR 'A' Ord","RARE ENTERPRISES","SELL","12,50,000","255.00",
"20-JAN-2022","IBULHSGFIN","Indiabulls Hsg Fin Ltd","JHUNJHUNWALA RAKESH","BUY","35,00,000","219.00",
"20-JAN-2022","IBULHSGFIN","Indiabulls Hsg Fin Ltd","JHUNJHUNWALA REKHA","BUY","15,00,000","219.00",
"20-JAN-2022","IBULHSGFIN","Indiabulls Hsg Fin Ltd","RARE ENTERPRISES","SELL","35,00,000","219.00",
"20-JAN-2022","IBULHSGFIN","Indiabulls Hsg Fin Ltd","RARE ENTERPRISES","SELL","15,00,000","219.00",
"28-JAN-2022","GANECOS","Ganesha Ecosphere Limited","MCAP INDIA FUND LIMITED","SELL","5,50,000","585.00",
"28-JAN-2022","GANECOS","Ganesha Ecosphere Limited","ROHAN GUPTA","BUY","2,00,000","585.00",
"28-JAN-2022","GANECOS","Ganesha Ecosphere Limited","SECUROCROP SECURITIES INDIA PRIVATE LIMITED","BUY","3,50,000","585.00",
"01-FEB-2022","DLF","DLF Limited","STICHTING DEPOSITARY APG TACTICAL REAL ESTATE POOL","SELL","19,52,581","390.90",
"01-FEB-2022","DLF","DLF Limited","STICHTING PENSIOENFONDS ABP","BUY","19,52,581","390.90",
"10-FEB-2022","CHEMCON","Chemcon Special Chem Ltd","KAMAL AGGARWAL MINAL","SELL","5,10,000","341.00",
"10-FEB-2022","CHEMCON","Chemcon Special Chem Ltd","KAMALKUMAR RAJENDRA AGGARWAL","BUY","5,10,000","341.00",
"14-FEB-2022","MOTILALOFS","Motilal Oswal Financial S","MOTILAL OSWAL","SELL","3,35,000","905.70",
"14-FEB-2022","MOTILALOFS","Motilal Oswal Financial S","PASSIONATE INVESTMENT MANAGEMENT PRIVATE LIMITED","BUY","6,70,000","905.70",
"14-FEB-2022","MOTILALOFS","Motilal Oswal Financial S","RAAMDEO AGRAWAL","SELL","3,35,000","905.70",
"15-FEB-2022","INDNIPPON","India Nippon Elect Ltd","HARITA TRADE & SERVICES PVT LTD","SELL","3,97,042","448.50",
"15-FEB-2022","INDNIPPON","India Nippon Elect Ltd","LUCAS INDIAN SERVICE LTD","BUY","8,89,042","448.50",
"15-FEB-2022","INDNIPPON","India Nippon Elect Ltd","SUNDARAM MUTUAL FUND","SELL","4,92,000","448.50",
"15-FEB-2022","SHRIRAMCIT","Shriram City Union Financ","SHRIRAM FINANCIAL VENTURES (CHENNAI) PRIVATE LIMITED","SELL","4,88,383","1,669.00",
"15-FEB-2022","SHRIRAMCIT","Shriram City Union Financ","SHRIRAM OWNERSHIP TRUST","BUY","4,88,383","1,669.00",
"07-MAR-2022","HGS","Hinduja Global Sols Ltd","AASIA EXPORTS","SELL","8,14,490","1,130.00",
"07-MAR-2022","HGS","Hinduja Global Sols Ltd","HINDUJA REALTY VENTURES LIMITED","BUY","8,14,490","1,130.00",
"09-MAR-2022","HGS","Hinduja Global Sols Ltd","AASIA CORPORATION LLP","SELL","4,17,809","1,130.00",
"09-MAR-2022","HGS","Hinduja Global Sols Ltd","AASIA EXPORTS","SELL","6,00,000","1,130.00",
"09-MAR-2022","HGS","Hinduja Global Sols Ltd","HINDUJA GROUP LIMITED","BUY","4,17,809","1,130.00",
"09-MAR-2022","HGS","Hinduja Global Sols Ltd","HINDUJA REALTY VENTURES LIMITED","BUY","6,00,000","1,130.00",
"10-MAR-2022","ASTRON","Astron Paper Bord Mil Ltd","DWARKESH FINANCE LIMITED","SELL","27,60,000","41.85",
"10-MAR-2022","ASTRON","Astron Paper Bord Mil Ltd","VYANKTESH CORRUGATORS PRIVATE LIMITED","BUY","27,60,000","41.85",
"11-MAR-2022","AUROPHARMA","Aurobindo Pharma Ltd.","PZENA VALUE FUNDS PLC/PZENA EMERGING MARKETS VALUE FUND","BUY","2,50,294","630.40",
"11-MAR-2022","AUROPHARMA","Aurobindo Pharma Ltd.","PZENA VALUE FUNDS PLC/PZENA EMERGING MARKETS VALUE FUND","SELL","2,50,294","630.40",
"15-MAR-2022","HATSUN","Hatsun Agro Product Ltd.","CHANDRAMOGAN R G","BUY","2,08,000","1,194.00",
"15-MAR-2022","HATSUN","Hatsun Agro Product Ltd.","MALABAR INDIA FUND LIMITED","SELL","1,19,999","1,194.00",
"15-MAR-2022","HATSUN","Hatsun Agro Product Ltd.","MALABAR VALUE FUND","SELL","88,001","1,194.00",
"15-MAR-2022","SANGHIIND","Sanghi Industries Ltd","ANANDAM ENTERPRISES","BUY","49,98,000","44.50",
"15-MAR-2022","SANGHIIND","Sanghi Industries Ltd","NAVODYA ENTERPRISES","SELL","49,98,000","44.50",
"15-MAR-2022","SRTRANSFIN","Shriram Trans Fin Co. Ltd","PZENA VALUE FUNDS PLC/PZENA EMERGING MARKETS VALUE FUND","SELL","1,87,140","1,112.70",
"15-MAR-2022","SRTRANSFIN","Shriram Trans Fin Co. Ltd","PZENA VALUE FUNDS PLC/PZENA EMERGING MARKETS VALUE FUND","BUY","1,87,140","1,112.70",
"17-MAR-2022","PVR","PVR Limited","AAMER KRISHAN BIJLI","SELL","81,783","1,701.95",
"17-MAR-2022","PVR","PVR Limited","NAYANA BIJLI","SELL","1,03,000","1,701.95",
"17-MAR-2022","PVR","PVR Limited","NIHARIKA BIJLI","BUY","1,84,783","1,701.95",
"17-MAR-2022","SBIN","State Bank of India","PZENA VALUE FUNDS PLC/PZENA EMERGING MARKETS VALUE FUND","SELL","4,38,688","492.75",
"17-MAR-2022","SBIN","State Bank of India","PZENA VALUE FUNDS PLC/PZENA EMERGING MARKETS VALUE FUND","BUY","4,38,688","492.75",
"21-MAR-2022","HGS","Hinduja Global Sols Ltd","AASIA EXPORTS","SELL","6,00,000","1,090.00",
"21-MAR-2022","HGS","Hinduja Global Sols Ltd","HINDUJA REALTY VENTURES LIMITED","BUY","6,00,000","1,090.00",
"21-MAR-2022","SHANKARA","Shankara Bldg Product Ltd","APL APOLLO MART LIMITED","BUY","10,00,000","755.00",
"21-MAR-2022","SHANKARA","Shankara Bldg Product Ltd","SUKUMAR  SRINIVAS","SELL","10,00,000","755.00",
"23-MAR-2022","BAJAJFINSV","Bajaj Finserv Limited","SANJALI BAJAJ","BUY","27,600","16,400.00",
"23-MAR-2022","BAJAJFINSV","Bajaj Finserv Limited","SANJIVNAYAN BAJAJ","SELL","55,200","16,400.00",
"23-MAR-2022","BAJAJFINSV","Bajaj Finserv Limited","SIDDHANTNAYAN BAJAJ","BUY","27,600","16,400.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED","BUY","98,33,754","1,403.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","LLM APPLIANCES PRIVATE LIMITED","SELL","28,67,774","1,403.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","SESHADRI V M","SELL","6,91,776","1,403.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","V M CHETTIAR&SONS INDIA LLP","SELL","35,07,100","1,403.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VISWANATHA MURUGESA BALASUBRAMANIAM","SELL","6,91,776","1,403.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VISWANATHA MURUGESAN  GANGADHARAM","SELL","6,91,776","1,403.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VISWANATHAN MURUGESA KUMARESAN","SELL","6,91,776","1,403.00",
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VIWANATHAN MURUGESACHETTIAR LAKSHMINARAYANAN","SELL","6,91,776","1,403.00",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ADITYA BIRLA SUN LIFE MUTUAL FUND A/C ADITYA BIRLA SUN LIFE ENHANCED ARBITRAGE FUND","BUY","8,30,000","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","AVENDUS ABSOLUTE RETURN FUND","BUY","3,39,526","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","AVENDUS CAPITAL PUBLIC MARKETS ALTERNATE STRATEGIES LLP (ABSPMS)","BUY","1,69,763","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","BOFA SECURITIES EUROPE SA","BUY","3,56,460","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","CANADA PENSION PLAN INVESTMENT BOARD","SELL","55,83,625","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD","BUY","96,244","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","COPTHALL MAURITIUS INVESTMENT LTD","BUY","96,244","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","GOLDMAN SACHS (SINGAPORE) PTE ODI","BUY","96,244","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED- SHORT TERM","BUY","1,88,924","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","GOVERNMENT OF SINGAPORE","BUY","7,25,075","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BANKING & FINANCIAL SERVICES FUND","BUY","42,839","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BUSINESS CYCLE FUND","BUY","80,322","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL EQUITY & DEBT FUND","BUY","2,14,194","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL LARGE & MID CAP FUND","BUY","2,14,193","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL MIDCAP FUND","BUY","1,71,355","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL REGULAR SAVINGS FUND","BUY","1,07,097","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","IIFL ASIA OPPORTUNITIES FUND VCC","BUY","96,244","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.","BUY","7,12,921","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MIRAE ASSE INDIA SECTOR LEADER EQ UITY FUND","BUY","72,651","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MIRAE ASSET ASIA SECTOR LEADER EQUITY FUND","BUY","1,05,579","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MIRAE ASSET MUTUAL FUND A/C MIRAE ASSET LARGE CAP FUN","BUY","96,244","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MONETARY AUTHORITY OF SINGAPORE","BUY","1,04,925","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","SOCIETE GENERALE","BUY","4,52,705","1,068.35",
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","TARISH INVESTMENT AND TRADING COMPANY PRIVATE LIMITED","BUY","2,13,876","1,068.35",
"06-APR-2022","JAIBALAJI","Jai Balaji Industries Ltd","SANTOSH INDUSTRIES LTD","BUY","32,00,000","46.60",
"06-APR-2022","JAIBALAJI","Jai Balaji Industries Ltd","THE GMO EMERGING ILLIQUID MAURITIUS FUND","SELL","32,00,000","46.60",
"21-APR-2022","BARBEQUE","Barbeque Nation Hosp. Ltd","ASHISH RAMESH KACHOLIA","BUY","2,53,004","1,163.00",
"21-APR-2022","BARBEQUE","Barbeque Nation Hosp. Ltd","EVEREST FINANCE AND INVESTMENT COMPANY","BUY","2,52,500","1,163.00",
"21-APR-2022","BARBEQUE","Barbeque Nation Hosp. Ltd","MENU PRIVATE LIMITED","SELL","5,05,504","1,163.00",
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","ABAKKUS GROWTH FUND-2","BUY","20,05,000","225.10",
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","ALLIED COMMODITIES PRIVATE  LIMITED","SELL","8,50,000","225.10",
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","BALGOPAL COMMERCIAL  LIMITED","SELL","5,80,000","225.10",
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","INTELLECT STOCK BROKING LIMITED","SELL","5,75,000","225.10",
"20-MAY-2022","GODREJAGRO","Godrej Agrovet Limited","GODREJ INDUSTRIES LTD","BUY","40,00,000","492.60",
"20-MAY-2022","GODREJAGRO","Godrej Agrovet Limited","V-SCIENCES INVESTMENTS PTE LTD","SELL","40,00,000","492.60",
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","AD INVESTORS FUND LP","BUY","4,05,75,100","36.65",
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","CD INVESTORS FUND LP","BUY","3,36,07,200","36.65",
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DECCAN VALUE INVESTORS BPI FUND LP","BUY","95,07,500","36.65",
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DECCAN VALUE INVESTORS FUND LP","BUY","5,88,81,100","36.65",
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DVG 1740 FUND LP","BUY","2,77,94,700","36.65",
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DVI FUND MAURITIUS LIMITED","SELL","8,36,89,800","36.65",
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DVI FUND MAURITIUS LIMITED","SELL","8,66,75,800","36.65",
"01-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","AASIA EXPORTS","SELL","11,00,000","380.00",
"01-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","HINDUJA GROUP LIMITED","BUY","2,75,000","380.00",
"01-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","HINDUJA REALTY VENTURES LIMITED","BUY","8,25,000","380.00",
"02-JUN-2022","DYNAMATECH","Dynamatic Technologies","CHRISTINE HODEN INDIA PVT LTD","BUY","53,000","1,915.00",
"02-JUN-2022","DYNAMATECH","Dynamatic Technologies","WAVELL INVESTMENT PVT LTD","SELL","53,000","1,915.00",
"03-JUN-2022","SELAN","Selan Exploration Technol","RAJ KAPUR","SELL","12,00,000","199.00",
"03-JUN-2022","SELAN","Selan Exploration Technol","WINTON ROAVIC LLP","BUY","12,00,000","199.00",
"07-JUN-2022","SAREGAMA","Saregama India Ltd.","QUEST CAPITAL MARKETS LIMITED","BUY","5,60,000","428.00",
"07-JUN-2022","SAREGAMA","Saregama India Ltd.","SARALA REAL ESTATE LIMITED","SELL","5,60,000","428.00",
"08-JUN-2022","SELAN","Selan Exploration Technol","ROHINI KAPUR","SELL","11,00,000","199.00",
"08-JUN-2022","SELAN","Selan Exploration Technol","WINTON ROAVIC LLP","BUY","11,00,000","199.00",
"10-JUN-2022","IIFL","IIFL Finance Limited","ABAKKUS GROWTH FUND-2","BUY","3,10,000","325.10",
"10-JUN-2022","IIFL","IIFL Finance Limited","AVENDUS ABSOLUTE RETURN FUND","BUY","3,11,358","325.10",
"10-JUN-2022","IIFL","IIFL Finance Limited","CDC GROUP PLC","SELL","91,93,312","325.10",
"10-JUN-2022","IIFL","IIFL Finance Limited","EMPLOYEES PROVIDENT FUND","BUY","5,00,000","325.10",
"10-JUN-2022","IIFL","IIFL Finance Limited","L&T MUTUAL FUND","BUY","4,87,000","325.10",
"10-JUN-2022","IIFL","IIFL Finance Limited","MAX LIFE INSURANCE COMPANY LIMITED","BUY","24,60,000","325.10",
"10-JUN-2022","IIFL","IIFL Finance Limited","NOMURA FUNDS IRELAND PLC - NOMURA FUNDS IRELAND INDIA EQUITY FUND","BUY","6,50,406","325.10",
"10-JUN-2022","IIFL","IIFL Finance Limited","NOMURA INDIA INVESTMENT FUND MOTHER FUND","BUY","44,74,548","325.10",
"13-JUN-2022","UFLEX","UFLEX Limited","FLEX INTERNATIONAL PVT LTD","BUY","3,65,000","585.00",
"13-JUN-2022","UFLEX","UFLEX Limited","MONTAGE ENTERPRISES P LTD","SELL","3,65,000","585.00",
"15-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","AASIA EXPORTS","SELL","8,13,123","357.25",
"15-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","HINDUJA REALTY VENTURES LIMITED","BUY","8,13,123","357.25",
"23-JUN-2022","KBCGLOBAL","KBC Global Limited","ELM PARK FUND LIMITED","SELL","3,40,00,000","3.50",
"23-JUN-2022","KBCGLOBAL","KBC Global Limited","SUMIT P DESAI (HUF)","BUY","3,40,00,000","3.50",
"25-JUL-2022","ACC","ACC Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","88,796","2,191.95",
"25-JUL-2022","ACC","ACC Limited","ISHARES MSCI INDIA ETF","BUY","88,796","2,191.95",
"25-JUL-2022","ADANIENT","Adani Enterprises Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,24,759","2,499.40",
"25-JUL-2022","ADANIENT","Adani Enterprises Limited","ISHARES MSCI INDIA ETF","BUY","3,24,759","2,499.40",
"25-JUL-2022","ADANIGREEN","Adani Green Energy Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,69,463","2,120.45",
"25-JUL-2022","ADANIGREEN","Adani Green Energy Ltd","ISHARES MSCI INDIA ETF","BUY","3,69,463","2,120.45",
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES INDIA 50 ETF","BUY","1,14,431","754.25",
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","6,02,896","754.25",
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES INDIA MAURITIUS CO","SELL","1,14,431","754.25",
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES MSCI INDIA ETF","BUY","6,02,896","754.25",
"25-JUL-2022","ADANIPOWER","Adani Power Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","9,10,520","291.30",
"25-JUL-2022","ADANIPOWER","Adani Power Limited","ISHARES MSCI INDIA ETF","BUY","9,10,520","291.30",
"25-JUL-2022","ADANITRANS","Adani Transmission Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,24,759","2,977.45",
"25-JUL-2022","ADANITRANS","Adani Transmission Ltd","ISHARES MSCI INDIA ETF","BUY","3,24,759","2,977.45",
"25-JUL-2022","AMBUJACEM","Ambuja Cements Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","7,04,572","372.55",
"25-JUL-2022","AMBUJACEM","Ambuja Cements Ltd","ISHARES MSCI INDIA ETF","BUY","7,04,572","372.55",
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES INDIA 50 ETF","BUY","14,399","4,125.30",
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,18,881","4,125.30",
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES INDIA MAURITIUS CO","SELL","14,399","4,125.30",
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES MSCI INDIA ETF","BUY","1,18,881","4,125.30",
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES INDIA 50 ETF","BUY","71,183","3,067.40",
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","4,53,074","3,067.40",
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES INDIA MAURITIUS CO","SELL","71,183","3,067.40",
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES MSCI INDIA ETF","BUY","4,53,074","3,067.40",
"25-JUL-2022","ATGL","Adani Total Gas Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,24,759","2,874.20",
"25-JUL-2022","ATGL","Adani Total Gas Limited","ISHARES MSCI INDIA ETF","BUY","3,24,759","2,874.20",
"25-JUL-2022","AUBANK","AU Small Finance Bank Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,86,158","582.35",
"25-JUL-2022","AUBANK","AU Small Finance Bank Ltd","ISHARES MSCI INDIA ETF","BUY","1,86,158","582.35",
"25-JUL-2022","AUROPHARMA","Aurobindo Pharma Ltd.","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,11,432","550.95",
