"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"23-JAN-2025","PERSISTENT","Persistent Systems Ltd","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","34,679","6,325.60",
"23-JAN-2025","POLICYBZR","PB Fintech Limited","UBS AG","BUY","1,50,426","1,689.90",
"23-JAN-2025","POLICYBZR","PB Fintech Limited","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","1,50,426","1,689.90",
"23-JAN-2025","RECLTD","Rural Electrification Cor","UBS AG","BUY","2,51,392","466.50",
"23-JAN-2025","RECLTD","Rural Electrification Cor","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","2,51,392","466.50",
"23-JAN-2025","RELIANCE","Reliance Industries Ltd","UBS AG","BUY","10,96,295","1,263.20",
"23-JAN-2025","RELIANCE","Reliance Industries Ltd","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","10,96,295","1,263.20",
"23-JAN-2025","SHILPAMED","Shilpa Medicare Ltd","UBS AG","BUY","1,63,006","818.05",
"23-JAN-2025","SHILPAMED","Shilpa Medicare Ltd","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","1,63,006","818.05",
"23-JAN-2025","TBOTEK","TBO Tek Limited","UBS AG","BUY","1,01,450","1,629.50",
"23-JAN-2025","TBOTEK","TBO Tek Limited","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","1,01,450","1,629.50",
"23-JAN-2025","TCS","Tata Consultancy Serv Ltd","UBS AG","BUY","1,63,862","4,160.70",
"23-JAN-2025","TCS","Tata Consultancy Serv Ltd","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","1,63,862","4,160.70",
"23-JAN-2025","TORNTPHARM","Torrent Pharma Ltd.","UBS AG","BUY","44,810","3,252.10",
"23-JAN-2025","TORNTPHARM","Torrent Pharma Ltd.","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","44,810","3,252.10",
"23-JAN-2025","VBL","Varun Beverages Limited","UBS AG","BUY","8,10,700","545.35",
"23-JAN-2025","VBL","Varun Beverages Limited","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","8,10,700","545.35",
"23-JAN-2025","ZOMATO","Zomato Limited","UBS AG","BUY","1,20,37,353","221.15",
"23-JAN-2025","ZOMATO","Zomato Limited","UBS PRINCIPAL CAPITAL ASIA LIMITED","SELL","1,20,37,353","221.15",
"05-FEB-2025","MANKIND","Mankind Pharma Limited","COPTHALL MAURITIUS INVESTMENT LIMITED","SELL","45,000","2,555.10",
"05-FEB-2025","MANKIND","Mankind Pharma Limited","ORBIMED GENESIS MASTER FUND L.P.","BUY","45,000","2,555.10",
"06-FEB-2025","JSL","Jindal Stainless Limited","THELEME INDIA MASTER FUND LIMITED","SELL","16,17,479","634.85",
"06-FEB-2025","JSL","Jindal Stainless Limited","THELEME INDIA MASTER FUND LIMITED","BUY","16,17,479","634.85",
"10-FEB-2025","UPL","UPL Limited","NERKA CHEMICALS PRIVATE LTD","BUY","7,80,000","641.00",
"10-FEB-2025","UPL","UPL Limited","UNIPHOS ENTERPRISES LTD","SELL","7,80,000","641.00",
"17-FEB-2025","KOTHARIPRO","Kothari Products Ltd.","DEEPAK KOTHARI","BUY","12,10,927","176.40",
"17-FEB-2025","KOTHARIPRO","Kothari Products Ltd.","DHAM SECURITIES PRIVATE LIMITED","SELL","12,10,927","176.40",
"17-FEB-2025","TVSSCS","TVS Supply Chain Sol L","ALLANZERS FIN NET PRIVATE LIMITED","SELL","20,00,000","128.86",
"17-FEB-2025","TVSSCS","TVS Supply Chain Sol L","TVS MOTOR COMPANY LIMITED","BUY","20,00,000","128.86",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","ABS DIRECT EQUITY FUND LLC - INDIA SERIES 1","BUY","90,800","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","ABU DHABI INVESTMENT AUTHORITY","BUY","3,30,000","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","AL MEHWAR COMMERCIAL INVESTMENTS L.L.C.","BUY","2,13,000","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","ASHOKA INDIA EQUITY INVESTMENT TRUST PLC","BUY","4,71,129","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","AUSTRALIANSUPER","BUY","7,59,061","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","BBH GQG PARTNERS EMERGING MARKETS EQUITY MASTER FUND LP","BUY","3,80,681","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","BHARTI TELECOM LIMITED","BUY","1,20,48,192","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","CAISSE DE DEPOT ET PLACEMENT DU QUEBEC","BUY","2,04,000","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIAM SELECT EMERGING MARKETS EQUITY FUND LP","BUY","30,840","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIDELITY INSTITUTIONAL FUNDS ICVC SELECT EMERGING MARKETS EQUITIES FUND","BUY","2,620","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIDELITY INVESTMENT TR FIDELITY SAI SUSTAINABLE EMERGING MARKETS EQUITY FD","BUY","3,905","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIDELITY INVESTMENT TRUST FIDELITY SERIES EMERGING MARKETS FUND","BUY","4,28,743","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIDELITY INVESTMENT TRUST FIDELITY SUSTAINABLE EMERGING MARKETS EQUITY FUND","BUY","506","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIDELITY RUTLAND SQUARE TRUST II: STRATEGIC ADVISERS EMERGING MARKETS FUND","BUY","1,38,784","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIDELITY SELECT GLOBAL PLUS ALL CAP EQUITY INSTITUTIONAL TRUST","BUY","8,108","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","FIDILITY RUTLAND SQUARE TRUST II STRATEGIC ADVISERS FID EMG MARKETS FUND","BUY","3,77,128","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GOLDMAN SACHS TRUST II-GOLDMAN SACHS GQG PARTNERS INTL OPPORTUNITIES FUND","BUY","1,06,82,838","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FD A SERIES OF GQG PARTNERS SERIES LLC","BUY","6,98,899","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FUND","BUY","67,61,703","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FUND","BUY","2,99,725","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FUND A SUB FD OF GQG GLOBAL UCITS ICAV","BUY","5,40,983","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS QUALITY EQUITY FUND","BUY","5,961","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS INTERNATIONAL EQUITY FUND A SERIES OF GQG PARTNERS SERIES LLC","BUY","35,299","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS INTERNATIONAL QUALITY EQUITY FUND","BUY","1,36,163","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","ICICI PRUDENTIAL MUTUAL FUND","BUY","5,44,105","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","ICICI PRUDENTIAL MUTUAL FUND","BUY","1,78,786","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","INDIA ACORN FUND LTD","BUY","2,86,000","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","INDIA ACORN ICAV","BUY","5,78,000","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","INDIA ACORN ICAV ASHOKA INDIA ESG FUND","BUY","11,600","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","INDIAN CONTINENT INVESTMENT LIMITED","SELL","5,11,15,092","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT","BUY","36,504","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","INVESTERINGSFORENINGEN NORDEA INVEST","BUY","60,297","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","JNL GQG EMERGING MARKETS EQUITY FUND","BUY","2,39,095","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","JNL MULTI-MANAGER EMERGING MARKETS EQUITY FUND","BUY","69,730","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","JPMORGAN CHASE RETIREMENT PLAN","BUY","27,926","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","LAZARD ASSET MGT LLC A/C LAZARD INTERNATIONAL EQUITY SELECT PORTFOLIO","BUY","21,681","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","LAZARD EMERGING MARKETS CORE EQUITY PORTFOLIO","BUY","61,645","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NATIONAL PENSION SYSTEM (NPS) TRUST","BUY","9,03,614","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NATIONAL PENSION SYSTEM (NPS) TRUST","BUY","18,07,229","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NATIONAL PENSION SYSTEM (NPS) TRUST-CENTRAL GOVT","BUY","9,03,614","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NATIONAL PENSION SYSTEM (NPS) TRUST-CG","BUY","9,03,614","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NATIONAL PENSION SYSTEM (NPS) TRUST-STATE GOVT","BUY","18,07,229","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NORDEA 1 SICAV","BUY","1,44,400","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NORDEA 1 SICAV","BUY","1,18,379","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NORDEA 1 SICAV","BUY","5,81,591","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","NORDEA EQUITY OPPORTUNITIES FUND","BUY","13,283","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","PACE INTERNATIONAL EMERGING MARKETS EQUITY INVESTMENTS","BUY","27,098","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","PRMS GRP TRST FOR EMPLEE BNFT PLNS:PRMS SLCT EMG MKTS EQUITY COMMINGLEDPOOL","BUY","2,09,461","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","PYRAMIS SELECT EMERGING MARKETS EQUITY TRUST","BUY","13,931","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","RBC ASIA PACIFIC EX-JAPAN EQUITY FUND","BUY","5,22,287","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","RBC FUNDS (LUX)","BUY","436","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","REDWHEEL EMERGING MARKETS EQUITY MASTER FUND LIMITED","BUY","13,876","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","REDWHEEL EMERGING MARKETS EQUITY MASTER FUND LIMITED","BUY","4,22,482","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","REDWHEEL FUNDS-REDWHEEL GLOBAL EMERGING MARKETS FUND","BUY","2,94,907","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","REDWHEEL GLOBAL EMERGING EQUITY FUND","BUY","58,166","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN","BUY","11,43,698","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE","BUY","4,16,891","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","RETAIL EMPLOYEES SUPERANNUATION TRUST","BUY","1,62,798","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","SBI LIFE INSURANCE COMPANY LTD","BUY","30,12,048","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","STICHTING DEPOSITARY APG EMERGING MARKETS EQUITY POOL","BUY","2,66,495","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","TEACHERS RETIREMENT SYSTEM OF THE STATE OF ILLINOIS","BUY","26,084","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","TEXAS MUNICIPAL RETIREMENT SYSTEM","BUY","51,890","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","THE STATE OF CONNECTICUT ACTING THROUGH ITS TREASURER","BUY","3,59,265","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","TM REDWHEEL GLOBAL EMERGING MARKETS FUND","BUY","46,544","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","UNITED SUPER PTY LTD AS TRUSTEE FOR C. B. U. S. FUND","BUY","46,323","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","VANGUARD INT'L VALUE FUND","BUY","17,00,661","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","VANTAGETRUST III MASTER COLLECTIVE INVESTMENT FUNDS TRUST","BUY","66,276","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","VFM EMERGING MARKETS TRUST","BUY","72,452","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITE OAK INDIA EQUITY FUND II","BUY","60,345","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITE OAK INDIA EQUITY FUND V","BUY","60,350","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITE OAK INDIA EQUITY FUND VI","BUY","1,04,300","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITE OAK INDIA SELECT EQUITY FUND","BUY","60,355","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","13,679","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","12,960","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","8,680","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","1,085","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","936","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","20,879","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","2,19,806","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","1,17,299","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","97,223","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WHITEOAK CAPITAL MUTUAL FUND","BUY","31,549","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WILLIAM BLAIR EMERGING MARKETS EX CHINA GROWTH COLLECTIVE INVESTMENT FUND","BUY","1,27,711","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WILLIAM BLAIR EMERGING MARKETS EX CHINA GROWTH FUND","BUY","6,687","1,660.00",
"18-FEB-2025","BHARTIARTL","Bharti Airtel Limited","WILLIAM BLAIR SYSTEMATIC INTERNATIONAL ALL CAP CORE FUND LLC","BUY","632","1,660.00",
"19-FEB-2025","LLOYDSME","Lloyds Metals N Energy L","AGARWAL RAVI","BUY","1,77,240","1,165.00",
"19-FEB-2025","LLOYDSME","Lloyds Metals N Energy L","GUPTA RAJESH R","SELL","1,77,240","1,165.00",
"21-FEB-2025","ALKEM","Alkem Laboratories Ltd.","SAMPRADA&NANHAMATI SINGH FAMILY TRUST","SELL","6,41,712","4,680.00",
"21-FEB-2025","ALKEM","Alkem Laboratories Ltd.","SBI MUTUAL FUND","BUY","6,41,712","4,680.00",
"28-FEB-2025","ITC","ITC Ltd.","SEI TRUST COMPANY AS TRUSTEE OBO ALLSPRING EMERGING MARKETS EQUITY CIT","BUY","26,55,000","401.60",
"28-FEB-2025","ITC","ITC Ltd.","WELLS FARGO EMERGING MARKETS EQUITY CIT","SELL","26,55,000","401.60",
"04-MAR-2025","AVANTIFEED","Avanti Feeds Limited","IIFL FACILITIES SERVICES LIMITED","BUY","59,77,413","728.00",
"04-MAR-2025","AVANTIFEED","Avanti Feeds Limited","THAI UNION ASIA INVESTMENT HOLDING LIMITED","SELL","59,77,413","728.00",
"06-MAR-2025","AVANTIFEED","Avanti Feeds Limited","IIFL FACILITIES SERVICES LIMITED","BUY","59,77,413","786.00",
"06-MAR-2025","AVANTIFEED","Avanti Feeds Limited","THAI UNION ASIA INVESTMENT HOLDING LIMITED","SELL","59,77,413","786.00",
"07-MAR-2025","DTIL","Dhunseri Tea & Ind. Ltd.","DHUNSERI INVESTMENTS LIMITED","SELL","48,09,595","187.20",
"07-MAR-2025","DTIL","Dhunseri Tea & Ind. Ltd.","NAGA DHUNSERI GROUP LIMITED","BUY","48,09,595","187.20",
"07-MAR-2025","DVL","Dhunseri Petrochem Limite","DHUNSERI INVESTMENTS LIMITED","BUY","30,78,759","333.50",
"07-MAR-2025","DVL","Dhunseri Petrochem Limite","NAGA DHUNSERI GROUP LIMITED","SELL","30,78,759","333.50",
"10-MAR-2025","BHARTIARTL","Bharti Airtel Limited","SEI TRUST COMPANY AS TRUSTEE OBO ALLSPRING EMERGING MARKETS EQUITY CIT","BUY","9,39,574","1,630.70",
"10-MAR-2025","BHARTIARTL","Bharti Airtel Limited","WELLS FARGO EMERGING MARKETS EQUITY CIT","SELL","9,39,574","1,630.70",
"11-MAR-2025","INFY","Infosys Limited","GAURAV MANCHANDA","SELL","29,84,057","1,657.00",
"11-MAR-2025","INFY","Infosys Limited","SHRUTI SHIBULAL","BUY","29,84,057","1,657.00",
"12-MAR-2025","INFY","Infosys Limited","GAURAV MANCHANDA","SELL","29,84,056","1,574.00",
"12-MAR-2025","INFY","Infosys Limited","SHRUTI SHIBULAL","BUY","29,84,056","1,574.00",
"18-MAR-2025","APTUS","Aptus Value Hsg Fin I Ltd","EAST BRIDGE CAPITAL MASTER FUND I LTD","BUY","9,11,871","289.00",
"18-MAR-2025","APTUS","Aptus Value Hsg Fin I Ltd","EAST BRIDGE CAPITAL MASTER FUND LIMITED","SELL","9,11,871","289.00",
"18-MAR-2025","AXISBANK","Axis Bank Limited","SEI TRUST COMPANY AS TRUSTEE OBO ALLSPRING EMERGING MARKETS EQUITY CIT","BUY","6,28,353","1,034.15",
"18-MAR-2025","AXISBANK","Axis Bank Limited","WELLS FARGO EMERGING MARKETS EQUITY CIT","SELL","6,28,353","1,034.15",
"18-MAR-2025","BAJFINANCE","Bajaj Finance Limited","SEI TRUST COMPANY AS TRUSTEE OBO ALLSPRING EMERGING MARKETS EQUITY CIT","BUY","44,149","8,580.35",
"18-MAR-2025","BAJFINANCE","Bajaj Finance Limited","WELLS FARGO EMERGING MARKETS EQUITY CIT","SELL","44,149","8,580.35",
"18-MAR-2025","JUBLPHARMA","Jubilant Pharmova Ltd","EAST BRIDGE CAPITAL MASTER FUND I LTD","BUY","6,23,585","856.25",
"18-MAR-2025","JUBLPHARMA","Jubilant Pharmova Ltd","EAST BRIDGE CAPITAL MASTER FUND LIMITED","SELL","6,23,585","856.25",
"18-MAR-2025","RELIANCE","Reliance Industries Ltd","SEI TRUST COMPANY AS TRUSTEE OBO ALLSPRING EMERGING MARKETS EQUITY CIT","BUY","1,70,000","1,238.85",
"18-MAR-2025","RELIANCE","Reliance Industries Ltd","WELLS FARGO EMERGING MARKETS EQUITY CIT","SELL","1,70,000","1,238.85",
"25-MAR-2025","FEDERALBNK","Federal Bank Ltd.","INTEGRATED CORE STRATEGIES (ASIA) PTE. LTD.","BUY","9,80,453","195.80",
"25-MAR-2025","FEDERALBNK","Federal Bank Ltd.","UBS AG","SELL","9,80,453","195.80",
"25-MAR-2025","GLENMARK","Glenmark Pharma Ltd","INTEGRATED CORE STRATEGIES (ASIA) PTE. LTD.","BUY","2,64,465","1,492.65",
"25-MAR-2025","GLENMARK","Glenmark Pharma Ltd","UBS AG","SELL","2,64,465","1,492.65",
"25-MAR-2025","MFSL","Max Fin Serv Ltd","INTEGRATED CORE STRATEGIES (ASIA) PTE. LTD.","BUY","11,00,123","1,157.35",
"25-MAR-2025","MFSL","Max Fin Serv Ltd","UBS AG","SELL","11,00,123","1,157.35",
"26-MAR-2025","ATFL","Agro Tech Foods Limited","CAG-TECH (MAURITIUS) LIMITED","BUY","1,55,000","797.80",
"26-MAR-2025","ATFL","Agro Tech Foods Limited","INFINITY PORTFOLIO HOLDINGS","SELL","1,55,000","797.80",
"26-MAR-2025","TRIDENT","Trident Limited","MADHURAJ FOUNDATION","BUY","2,50,00,000","24.90",
"26-MAR-2025","TRIDENT","Trident Limited","TRIDENT LIMITED EMPLOYEES WELFARE TRUST","SELL","2,50,00,000","24.90",
"27-MAR-2025","MFSL","Max Fin Serv Ltd","CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED","BUY","89,945","1,112.00",
"27-MAR-2025","MFSL","Max Fin Serv Ltd","COPTHALL MAURITIUS INVESTMENT LIMITED","BUY","89,967","1,112.00",
"27-MAR-2025","MFSL","Max Fin Serv Ltd","DSP MUTUAL FUND","BUY","11,59,763","1,112.00",
